file;prover;time;result;
tptp-problems/col-trans/col-trans-0546.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0547.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0548.p; nanocop; 15; Proved; 
tptp-problems/col-trans/col-trans-0549.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0550.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0551.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0552.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0553.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0554.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0555.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0556.p; nanocop; 10; Proved; 
tptp-problems/col-trans/col-trans-0557.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0558.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0559.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0560.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0561.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0562.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0563.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0564.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0565.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0566.p; nanocop; 176; Failed; 
tptp-problems/col-trans/col-trans-0567.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0568.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0569.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0570.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0571.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0572.p; nanocop; 9; Proved; 
tptp-problems/col-trans/col-trans-0573.p; nanocop; 178; Failed; 
tptp-problems/col-trans/col-trans-0574.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0575.p; nanocop; 177; Failed; 
tptp-problems/col-trans/col-trans-0576.p; nanocop; 15; Proved; 
tptp-problems/col-trans/col-trans-0577.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0578.p; nanocop; 15; Proved; 
tptp-problems/col-trans/col-trans-0579.p; nanocop; 175; Failed; 
tptp-problems/col-trans/col-trans-0580.p; nanocop; 16; Proved; 
tptp-problems/col-trans/col-trans-0581.p; nanocop; 15; Proved; 
tptp-problems/col-trans/col-trans-0582.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0583.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0584.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0585.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0586.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0587.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0588.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0589.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0590.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0591.p; nanocop; 15; Proved; 
tptp-problems/col-trans/col-trans-0592.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0593.p; nanocop; 15; Proved; 
tptp-problems/col-trans/col-trans-0594.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0595.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0596.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0597.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0598.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0599.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0600.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0601.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0602.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0603.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0604.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0605.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0606.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0607.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0608.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0609.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0610.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0611.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0612.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0613.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0614.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0615.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0616.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0617.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0618.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0619.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0620.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0621.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0622.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0623.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0624.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0625.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0626.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0627.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0628.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0629.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0630.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0631.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0632.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0633.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0634.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0635.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0636.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0637.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0638.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0639.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0640.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0641.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0642.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0643.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0644.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0645.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0646.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0647.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0648.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0649.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0650.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0651.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0652.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0653.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0654.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0655.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0656.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0657.p; nanocop; 45; Proved; 
tptp-problems/col-trans/col-trans-0658.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0659.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0660.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0661.p; nanocop; 3; Proved; 
tptp-problems/col-trans/col-trans-0662.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0663.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0664.p; nanocop; 15; Proved; 
tptp-problems/col-trans/col-trans-0665.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0666.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0667.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0668.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0669.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0670.p; nanocop; 175; Failed; 
tptp-problems/col-trans/col-trans-0671.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0672.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0673.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0674.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0675.p; nanocop; 175; Failed; 
tptp-problems/col-trans/col-trans-0676.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0677.p; nanocop; 175; Failed; 
tptp-problems/col-trans/col-trans-0678.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0679.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0680.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0681.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0682.p; nanocop; 176; Failed; 
tptp-problems/col-trans/col-trans-0683.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0684.p; nanocop; 176; Failed; 
tptp-problems/col-trans/col-trans-0685.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0686.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0687.p; nanocop; 175; Failed; 
tptp-problems/col-trans/col-trans-0688.p; nanocop; 179; Failed; 
tptp-problems/col-trans/col-trans-0689.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0690.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0691.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0692.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0693.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0694.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0695.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0696.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0697.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0698.p; nanocop; 3; Proved; 
tptp-problems/col-trans/col-trans-0699.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0700.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0701.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0702.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0703.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0704.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0705.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0706.p; nanocop; 6; Proved; 
tptp-problems/col-trans/col-trans-0707.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0708.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0709.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0710.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0711.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0712.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0713.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0714.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0715.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0716.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0717.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0718.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0719.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0720.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0721.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0722.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0723.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0724.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0725.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0726.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0727.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0728.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0729.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0730.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0731.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0732.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0733.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0734.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0735.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0736.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0737.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0738.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0739.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0740.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0741.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0742.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0743.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0744.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0745.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0746.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0747.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0748.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0749.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0750.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0751.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0752.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0753.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0754.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0755.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0756.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0757.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0758.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0759.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0760.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0761.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0762.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0763.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0764.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0765.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0766.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0767.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0768.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0769.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0770.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0771.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0772.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0773.p; nanocop; 177; Failed; 
tptp-problems/col-trans/col-trans-0774.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0775.p; nanocop; 46; Proved; 
tptp-problems/col-trans/col-trans-0776.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0777.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0778.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0779.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0781.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0782.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0783.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0784.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0785.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0786.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0787.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0788.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0789.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0790.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0791.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0792.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0793.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0794.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0795.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0796.p; nanocop; 3; Proved; 
tptp-problems/col-trans/col-trans-0797.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0798.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0800.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0803.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0804.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0805.p; nanocop; 176; Failed; 
tptp-problems/col-trans/col-trans-0806.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0807.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0808.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0810.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0811.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0812.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0813.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0814.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0815.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0817.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0818.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0819.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0820.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0823.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0824.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0826.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0830.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0832.p; nanocop; 15; Proved; 
tptp-problems/col-trans/col-trans-0833.p; nanocop; 15; Proved; 
tptp-problems/col-trans/col-trans-0834.p; nanocop; 16; Proved; 
tptp-problems/col-trans/col-trans-0835.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0836.p; nanocop; 15; Proved; 
tptp-problems/col-trans/col-trans-0837.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0838.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0839.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0840.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0841.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0842.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0843.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0844.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0845.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0846.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0847.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0848.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0849.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0850.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0851.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0852.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0853.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0854.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0855.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0856.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0857.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0858.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0859.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0860.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0861.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0862.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0863.p; nanocop; 175; Failed; 
tptp-problems/col-trans/col-trans-0864.p; nanocop; 15; Proved; 
tptp-problems/col-trans/col-trans-0867.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0868.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0869.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0870.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0871.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0872.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0873.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0874.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0875.p; nanocop; 175; Failed; 
tptp-problems/col-trans/col-trans-0876.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0877.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0878.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0879.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0880.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0881.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0882.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0883.p; nanocop; 175; Failed; 
tptp-problems/col-trans/col-trans-0884.p; nanocop; 15; Proved; 
tptp-problems/col-trans/col-trans-0885.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0886.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0887.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0888.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0889.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0890.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0891.p; nanocop; 4; Proved; 
tptp-problems/col-trans/col-trans-0892.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0893.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0894.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0895.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0896.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0897.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0898.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0899.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0900.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0901.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0902.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0903.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0904.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0905.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0906.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0907.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0908.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0909.p; nanocop; 3; Proved; 
tptp-problems/col-trans/col-trans-0910.p; nanocop; 16; Proved; 
tptp-problems/col-trans/col-trans-0911.p; nanocop; 15; Proved; 
tptp-problems/col-trans/col-trans-0912.p; nanocop; 3; Proved; 
tptp-problems/col-trans/col-trans-0913.p; nanocop; 15; Proved; 
tptp-problems/col-trans/col-trans-0914.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0915.p; nanocop; 15; Proved; 
tptp-problems/col-trans/col-trans-0916.p; nanocop; 16; Proved; 
tptp-problems/col-trans/col-trans-0917.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0918.p; nanocop; 4; Proved; 
tptp-problems/col-trans/col-trans-0919.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0920.p; nanocop; 15; Proved; 
tptp-problems/col-trans/col-trans-0921.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0922.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0923.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0924.p; nanocop; 16; Proved; 
tptp-problems/col-trans/col-trans-0925.p; nanocop; 15; Proved; 
tptp-problems/col-trans/col-trans-0926.p; nanocop; 176; Failed; 
tptp-problems/col-trans/col-trans-0928.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0929.p; nanocop; 15; Proved; 
tptp-problems/col-trans/col-trans-0930.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0931.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0932.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0933.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0934.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0941.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0948.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0950.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0951.p; nanocop; 2; Proved; 
tptp-problems/col-trans/col-trans-0952.p; nanocop; 15; Proved; 
tptp-problems/col-trans/col-trans-0958.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0960.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0962.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0964.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0966.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0968.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0969.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0970.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0971.p; nanocop; 1; Proved; 
tptp-problems/col-trans/col-trans-0973.p; nanocop; 1; Proved; 
